rent_burdened,count,mean,std,min,25%,50%,75%,max
0,3434671.0,26.125600676163742,24.8116728853338,0.0,0.0,28.0,52.0,52.0
1,129965.0,3.6783672527218867,11.349302747052661,0.0,0.0,0.0,0.0,52.0
