rent_burdened,count,mean,std,min,25%,50%,75%,max
0,16021991.0,6.3860953985057165,3.2590588585291234,0.0,5.0,6.0,10.0,11.0
1,73737.0,5.391648697397508,3.2354081866361692,0.0,2.0,6.0,7.0,11.0
