rent_burdened,count,mean,std,min,25%,50%,75%,max
0,16021991.0,2.505147144321826,2.5855001484673603,1.0,1.0,1.0,2.0,9.0
1,73737.0,3.04342460365895,2.7120820193172053,1.0,1.0,2.0,6.0,9.0
