rent_burdened,count,mean,std,min,25%,50%,75%,max
0,3434671.0,35.7476261918536,21.760443102875296,0.0,20.0,32.0,51.0,97.0
1,129965.0,35.231616204362716,23.754684096730763,0.0,16.0,30.0,55.0,96.0
