rent_burdened,count,mean,std,min,25%,50%,75%,max
0,3434671.0,1721.133947327124,1041.8878340331214,4.0,1032.0,1512.0,2143.0,13233.0
1,129965.0,1633.7755857346208,1134.3001458041847,4.0,920.0,1390.0,2037.0,11658.0
