rent_burdened,count,mean,std,min,25%,50%,75%,max
0,16021991.0,1.5081464594506389,0.4999336463950309,1.0,1.0,2.0,2.0,2.0
1,73737.0,1.5848352930008,0.49275375790576964,1.0,1.0,2.0,2.0,2.0
